time,strike,mid_price,spread
17:27:35,23550,287.0,4.0
17:27:35,23600,288.5,5.0
17:28:08,23500,294.0,4.0
17:28:08,23550,286.5,3.0
17:28:08,23600,288.0,4.0
17:28:39,23500,292.5,3.0
17:28:39,23550,289.0,4.0
17:28:39,23600,293.0,4.0
17:29:09,23450,301.0,4.0
17:29:09,23500,293.5,3.0
17:29:09,23550,290.5,5.0
17:29:39,23500,295.5,3.0
17:29:39,23550,290.5,5.0
17:29:39,23600,293.5,3.0
17:30:08,23500,296.0,4.0
17:30:08,23550,292.0,4.0
17:30:08,23600,296.5,3.0
17:30:39,23450,304.0,4.0
17:30:39,23500,297.5,5.0
17:30:39,23550,296.0,4.0
17:31:09,23450,302.0,4.0
17:31:09,23500,296.5,3.0
17:31:09,23550,295.0,2.0
17:31:38,23450,303.0,4.0
17:31:38,23500,297.0,4.0
17:31:38,23550,297.0,4.0
17:32:09,23450,302.0,4.0
17:32:09,23500,298.0,2.0
17:32:09,23550,299.0,4.0
17:32:40,23450,302.5,3.0
17:32:40,23500,297.5,3.0
17:32:40,23550,299.0,2.0
17:33:09,23450,304.0,4.0
17:33:09,23500,299.5,3.0
17:33:09,23550,300.0,4.0
17:33:40,23450,304.0,4.0
17:33:40,23500,298.0,4.0
17:33:40,23550,298.0,4.0
17:34:10,23450,304.0,4.0
17:34:10,23500,300.0,4.0
17:34:10,23550,300.0,4.0
17:34:39,23450,304.5,3.0
17:34:39,23500,299.5,3.0
17:34:39,23550,300.0,4.0
17:35:11,23400,314.0,4.0
17:35:11,23450,305.5,5.0
17:35:11,23500,303.0,4.0
17:35:41,23400,316.0,4.0
17:35:41,23450,306.0,4.0
17:35:41,23500,304.5,3.0
17:36:10,23450,306.0,4.0
17:36:10,23500,303.0,4.0
17:36:10,23550,304.0,4.0
17:36:41,23450,307.0,4.0
17:36:41,23500,302.0,4.0
17:36:41,23550,302.0,4.0
17:37:07,23450,307.0,4.0
17:37:07,23500,302.0,4.0
17:37:07,23550,302.0,4.0
17:37:41,23450,307.0,4.0
17:37:41,23500,301.5,3.0
17:37:41,23550,301.5,5.0
17:38:10,23450,307.0,4.0
17:38:10,23500,302.0,2.0
17:38:10,23550,302.5,5.0
17:38:42,23450,308.0,4.0
17:38:42,23500,302.0,4.0
17:38:42,23550,302.5,3.0
17:39:10,23450,308.0,4.0
17:39:10,23500,303.0,2.0
17:39:10,23550,302.0,4.0
17:39:41,23450,308.0,4.0
17:39:41,23500,303.0,2.0
17:39:41,23550,302.5,3.0
17:40:08,23450,308.0,4.0
17:40:08,23500,302.0,4.0
17:40:08,23550,301.5,5.0
17:40:41,23450,309.0,4.0
17:40:41,23500,302.5,3.0
17:40:41,23550,301.5,5.0
17:41:11,23450,307.0,4.0
17:41:11,23500,300.5,3.0
17:41:11,23550,300.5,3.0
17:41:39,23450,307.0,2.0
17:41:39,23500,302.0,4.0
17:41:39,23550,302.0,4.0
17:42:11,23450,307.0,4.0
17:42:11,23500,301.5,3.0
17:42:11,23550,302.5,3.0
17:42:42,23450,308.0,4.0
17:42:42,23500,302.0,4.0
17:42:42,23550,301.5,5.0
17:43:13,23450,308.0,4.0
17:43:13,23500,302.5,3.0
17:43:13,23550,301.0,4.0
17:43:40,23450,308.0,4.0
17:43:40,23500,302.0,4.0
17:43:40,23550,302.5,5.0
17:44:12,23450,308.0,4.0
17:44:12,23500,301.5,3.0
17:44:12,23550,300.5,3.0
17:44:42,23450,308.0,4.0
17:44:42,23500,302.5,3.0
17:44:42,23550,300.5,5.0
17:45:09,23450,307.5,3.0
17:45:09,23500,301.0,4.0
17:45:09,23550,300.5,3.0
17:45:43,23450,307.0,4.0
17:45:43,23500,301.0,4.0
17:45:43,23550,299.0,4.0
17:46:13,23450,307.5,3.0
17:46:13,23500,301.0,2.0
17:46:13,23550,299.0,4.0
17:46:44,23450,308.5,3.0
17:46:44,23500,300.5,3.0
17:46:44,23550,299.5,3.0
17:47:15,23450,307.5,3.0
17:47:15,23500,301.0,4.0
17:47:15,23550,298.0,4.0
17:47:30,23450,309.0,4.0
17:47:30,23500,301.5,3.0
17:47:30,23550,300.5,5.0
17:48:14,23450,308.5,3.0
17:48:14,23500,302.0,4.0
17:48:14,23550,300.5,5.0
17:48:44,23450,308.0,4.0
17:48:44,23500,302.0,4.0
17:48:44,23550,300.5,3.0
17:49:14,23450,308.0,4.0
17:49:14,23500,303.0,4.0
17:49:14,23550,302.0,4.0
17:49:44,23450,308.0,4.0
17:49:44,23500,303.0,2.0
17:49:44,23550,301.5,3.0
17:50:16,23450,307.5,5.0
17:50:16,23500,302.0,4.0
17:50:16,23550,301.5,3.0
17:50:45,23450,308.5,3.0
17:50:45,23500,302.0,4.0
17:50:45,23550,302.0,4.0
17:51:16,23450,306.0,4.0
17:51:16,23500,302.0,4.0
17:51:16,23550,300.5,3.0
17:51:43,23450,306.0,4.0
17:51:43,23500,300.5,3.0
17:51:43,23550,299.5,3.0
17:52:08,23450,306.5,3.0
17:52:08,23500,300.0,4.0
17:52:08,23550,300.5,3.0
17:52:24,23450,307.0,4.0
17:52:24,23500,301.5,3.0
17:52:24,23550,300.5,3.0
17:53:10,23450,308.0,4.0
17:53:10,23500,301.5,3.0
17:53:10,23550,300.0,4.0
17:53:44,23450,307.5,3.0
17:53:44,23500,302.0,4.0
17:53:44,23550,302.0,4.0
17:54:14,23450,307.0,4.0
17:54:14,23500,301.5,3.0
17:54:14,23550,301.0,4.0
17:54:37,23450,308.0,4.0
17:54:37,23500,302.0,4.0
17:54:37,23550,300.0,4.0
17:55:17,23450,307.0,4.0
17:55:17,23500,301.0,4.0
17:55:17,23550,299.0,4.0
17:55:39,23450,306.5,3.0
17:55:39,23500,301.0,4.0
17:55:39,23550,299.0,4.0
17:56:16,23450,306.5,3.0
17:56:16,23500,300.0,4.0
17:56:16,23550,298.5,3.0
17:56:47,23450,307.0,4.0
17:56:47,23500,300.5,3.0
17:56:47,23550,299.0,4.0
17:57:16,23450,307.0,4.0
17:57:16,23500,301.0,4.0
17:57:16,23550,300.0,4.0
17:57:43,23450,305.0,4.0
17:57:43,23500,300.0,4.0
17:57:43,23550,299.0,4.0
17:58:17,23450,305.0,4.0
17:58:17,23500,301.0,4.0
17:58:17,23550,301.0,4.0
17:58:47,23450,304.5,3.0
17:58:47,23500,300.0,4.0
17:58:47,23550,301.0,4.0
17:59:17,23450,305.0,4.0
17:59:17,23500,300.0,4.0
17:59:17,23550,300.0,4.0
17:59:40,23450,304.0,4.0
17:59:40,23500,299.5,5.0
17:59:40,23550,298.5,3.0
18:00:18,23450,305.0,4.0
18:00:18,23500,300.5,3.0
18:00:18,23550,301.0,4.0
18:00:49,23450,304.5,5.0
18:00:49,23500,299.5,3.0
18:00:49,23550,300.0,4.0
18:01:16,23450,305.0,4.0
18:01:16,23500,300.0,4.0
18:01:16,23550,301.0,4.0
18:01:48,23450,304.0,2.0
18:01:48,23500,300.0,4.0
18:01:48,23550,300.0,4.0
18:02:19,23450,304.0,4.0
18:02:19,23500,300.0,4.0
18:02:19,23550,300.5,5.0
18:02:45,23450,305.0,4.0
18:02:45,23500,300.0,4.0
18:02:45,23550,300.0,4.0
18:03:19,23450,305.0,4.0
18:03:19,23500,300.0,4.0
18:03:19,23550,300.0,4.0
18:03:47,23450,305.0,4.0
18:03:47,23500,300.0,4.0
18:03:47,23550,301.0,4.0
18:04:18,23450,304.0,4.0
18:04:18,23500,300.0,2.0
18:04:18,23550,301.0,2.0
18:04:51,23450,303.5,3.0
18:04:51,23500,299.5,3.0
18:04:51,23550,302.0,4.0
18:05:21,23450,303.5,3.0
18:05:21,23500,300.5,3.0
18:05:21,23550,301.5,5.0
18:05:50,23450,304.5,3.0
18:05:50,23500,300.5,3.0
18:05:50,23550,300.0,4.0
18:06:21,23450,304.0,4.0
18:06:21,23500,300.5,5.0
18:06:21,23550,301.5,3.0
18:06:51,23450,305.0,4.0
18:06:51,23500,301.0,4.0
18:06:51,23550,302.0,2.0
18:07:06,23450,304.0,4.0
18:07:06,23500,299.5,3.0
18:07:06,23550,301.5,3.0
18:07:51,23450,305.0,4.0
18:07:51,23500,302.0,2.0
18:07:51,23550,303.0,4.0
18:08:15,23450,305.0,4.0
18:08:15,23500,301.0,4.0
18:08:15,23550,302.0,2.0
18:08:52,23450,305.5,5.0
18:08:52,23500,300.5,3.0
18:08:52,23550,302.5,3.0
18:09:22,23450,307.0,4.0
18:09:22,23500,301.0,4.0
18:09:22,23550,300.5,5.0
18:09:52,23450,306.0,4.0
18:09:52,23500,301.0,4.0
18:09:52,23550,300.5,5.0
18:10:15,23450,306.0,4.0
18:10:15,23500,301.0,4.0
18:10:15,23550,301.0,4.0
18:10:52,23450,305.0,4.0
18:10:52,23500,301.5,3.0
18:10:52,23550,302.0,4.0
18:11:22,23450,305.0,4.0
18:11:22,23500,301.5,3.0
18:11:22,23550,300.5,5.0
18:11:46,23450,305.0,4.0
18:11:46,23500,301.0,4.0
18:11:46,23550,301.0,4.0
18:12:17,23450,305.5,3.0
18:12:17,23500,300.5,3.0
18:12:17,23550,300.5,3.0
18:12:54,23450,306.0,4.0
18:12:54,23500,300.5,3.0
18:12:54,23550,299.5,3.0
18:13:23,23450,306.0,2.0
18:13:23,23500,301.5,3.0
18:13:23,23550,300.5,3.0
18:13:51,23450,306.5,3.0
18:13:51,23500,300.0,4.0
18:13:51,23550,300.0,4.0
18:14:23,23450,306.0,4.0
18:14:23,23500,300.0,4.0
18:14:23,23550,300.0,4.0
18:14:42,23450,306.0,4.0
18:14:42,23500,300.0,2.0
18:14:42,23550,300.0,4.0
18:15:23,23450,305.0,4.0
18:15:23,23500,299.0,4.0
18:15:23,23550,298.5,5.0
18:15:49,23450,303.0,4.0
18:15:49,23500,297.5,3.0
18:15:49,23550,297.0,4.0
18:16:24,23450,303.0,4.0
18:16:24,23500,297.5,3.0
18:16:24,23550,296.5,5.0
18:16:54,23450,303.0,4.0
18:16:54,23500,296.5,3.0
18:16:54,23550,295.5,5.0
18:17:24,23450,302.0,4.0
18:17:24,23500,296.0,4.0
18:17:24,23550,296.0,4.0
18:17:48,23450,303.0,4.0
18:17:48,23500,296.5,3.0
18:17:48,23550,297.0,4.0
18:18:21,23450,303.0,4.0
18:18:21,23500,298.0,4.0
18:18:21,23550,297.0,4.0
18:18:29,23450,302.5,3.0
18:18:29,23500,297.0,4.0
18:18:29,23550,295.5,3.0
18:19:25,23450,303.0,4.0
18:19:25,23500,296.5,3.0
18:19:25,23550,295.5,3.0
18:19:29,23450,302.5,3.0
18:19:29,23500,297.0,4.0
18:19:29,23550,296.0,4.0
18:20:22,23450,303.0,4.0
18:20:22,23500,297.0,4.0
18:20:22,23550,297.0,4.0
18:20:54,23450,303.0,4.0
18:20:54,23500,297.0,4.0
18:20:54,23550,297.0,4.0
18:21:24,23450,302.0,4.0
18:21:24,23500,297.5,3.0
18:21:24,23550,296.0,4.0
18:21:47,23450,303.0,4.0
18:21:47,23500,296.5,3.0
18:21:47,23550,296.5,5.0
18:22:22,23450,303.0,4.0
18:22:22,23500,297.0,4.0
18:22:22,23550,296.5,5.0
18:22:49,23450,302.0,4.0
18:22:49,23500,297.0,4.0
18:22:49,23550,296.5,5.0
18:23:20,23450,302.0,4.0
18:23:20,23500,296.0,4.0
18:23:20,23550,295.5,5.0
18:23:38,23450,302.5,3.0
18:23:38,23500,296.5,3.0
18:23:38,23550,295.5,3.0
18:24:26,23450,302.0,4.0
18:24:26,23500,296.0,4.0
18:24:26,23550,296.0,4.0
18:24:26,23450,302.5,3.0
18:24:26,23500,296.0,4.0
18:24:26,23550,296.0,4.0
18:25:24,23450,302.5,3.0
18:25:24,23500,296.0,4.0
18:25:24,23550,296.0,4.0
18:25:52,23450,302.5,3.0
18:25:52,23500,295.5,3.0
18:25:52,23550,295.0,4.0
18:26:20,23450,301.5,3.0
18:26:20,23500,295.0,2.0
18:26:20,23550,293.5,5.0
18:26:52,23450,300.0,4.0
18:26:52,23500,293.0,2.0
18:26:52,23550,292.5,3.0
18:27:25,23450,299.5,3.0
18:27:25,23500,293.5,3.0
18:27:25,23550,291.0,4.0
18:27:57,23450,299.5,5.0
18:27:57,23500,293.5,3.0
18:27:57,23550,292.5,3.0
18:28:29,23450,299.0,4.0
18:28:29,23500,292.5,3.0
18:28:29,23550,291.0,4.0
18:28:59,23450,296.5,5.0
18:28:59,23500,290.0,4.0
18:28:59,23550,288.0,4.0
18:29:26,23450,296.5,5.0
18:29:26,23500,290.0,4.0
18:29:26,23550,289.0,4.0
18:29:53,23450,297.5,3.0
18:29:53,23500,290.0,4.0
18:29:53,23550,289.0,4.0
18:30:25,23450,298.0,4.0
18:30:25,23500,290.5,3.0
18:30:25,23550,288.5,3.0
18:30:55,23450,298.0,4.0
18:30:55,23500,290.0,4.0
18:30:55,23550,289.0,4.0
18:31:28,23450,297.5,3.0
18:31:28,23500,290.0,4.0
18:31:28,23550,287.0,2.0
18:31:59,23500,289.5,3.0
18:31:59,23550,286.0,4.0
18:31:59,23600,290.0,4.0
18:32:26,23500,290.0,4.0
18:32:26,23550,287.0,4.0
18:32:26,23600,291.0,4.0
18:32:59,23500,290.5,3.0
18:32:59,23550,287.5,5.0
18:32:59,23600,291.5,3.0
18:33:28,23450,298.0,4.0
18:33:28,23500,290.5,3.0
18:33:28,23550,287.0,4.0
18:33:54,23500,290.5,3.0
18:33:54,23550,287.5,3.0
18:33:54,23600,291.5,3.0
18:34:23,23500,291.0,2.0
18:34:23,23550,288.5,3.0
18:34:23,23600,291.5,3.0
18:35:01,23500,292.5,3.0
18:35:01,23550,288.0,4.0
18:35:01,23600,292.5,3.0
18:35:25,23500,292.5,3.0
18:35:25,23550,288.5,3.0
18:35:25,23600,292.5,3.0
18:35:51,23450,300.0,4.0
18:35:51,23500,291.5,3.0
18:35:51,23550,289.0,4.0
18:36:29,23450,299.0,4.0
18:36:29,23500,291.5,3.0
18:36:29,23550,289.0,4.0
18:36:45,23450,300.0,4.0
18:36:45,23500,291.5,3.0
18:36:45,23550,288.5,3.0
18:37:29,23450,299.0,4.0
18:37:29,23500,291.0,4.0
18:37:29,23550,289.0,4.0
18:38:01,23450,299.0,4.0
18:38:01,23500,292.0,4.0
18:38:01,23550,289.0,4.0
18:38:32,23450,297.5,5.0
18:38:32,23500,291.5,3.0
18:38:32,23550,289.5,3.0
18:39:00,23450,297.0,4.0
18:39:00,23500,291.5,3.0
18:39:00,23550,289.5,5.0
18:39:26,23450,297.5,3.0
18:39:26,23500,291.0,2.0
18:39:26,23550,289.5,3.0
18:40:00,23450,298.5,3.0
18:40:00,23500,292.0,4.0
18:40:00,23550,290.5,3.0
18:40:29,23450,298.0,4.0
18:40:29,23500,292.5,3.0
18:40:29,23550,290.5,3.0
18:40:45,23450,299.0,4.0
18:40:45,23500,292.5,3.0
18:40:45,23550,290.0,4.0
18:41:27,23450,299.0,4.0
18:41:27,23500,291.5,3.0
18:41:27,23550,291.0,4.0
18:42:00,23450,299.0,4.0
18:42:00,23500,292.5,3.0
18:42:00,23550,290.0,4.0
18:42:31,23450,300.0,4.0
18:42:31,23500,291.5,3.0
18:42:31,23550,290.0,4.0
18:43:02,23450,300.0,4.0
18:43:02,23500,292.0,4.0
18:43:02,23550,290.5,3.0
18:43:32,23450,299.5,3.0
18:43:32,23500,292.0,4.0
18:43:32,23550,289.0,4.0
18:44:01,23450,300.0,4.0
18:44:01,23500,292.0,4.0
18:44:01,23550,290.0,4.0
18:44:34,23450,299.0,4.0
18:44:34,23500,292.0,4.0
18:44:34,23550,291.0,4.0
18:45:03,23450,299.0,4.0
18:45:03,23500,293.0,4.0
18:45:03,23550,292.5,3.0
18:45:35,23450,299.0,4.0
18:45:35,23500,295.0,2.0
18:45:35,23550,295.5,3.0
18:46:04,23450,299.0,4.0
18:46:04,23500,294.5,3.0
18:46:04,23550,295.0,4.0
18:46:34,23450,298.5,3.0
18:46:34,23500,294.0,4.0
18:46:34,23550,295.0,4.0
18:47:01,23450,299.5,3.0
18:47:01,23500,295.0,4.0
18:47:01,23550,295.5,3.0
18:47:31,23450,300.0,4.0
18:47:31,23500,296.0,4.0
18:47:31,23550,296.0,4.0
18:48:04,23450,301.0,4.0
18:48:04,23500,296.0,2.0
18:48:04,23550,297.0,4.0
18:48:34,23450,301.0,4.0
18:48:34,23500,296.0,4.0
18:48:34,23550,296.0,4.0
18:48:59,23450,302.0,4.0
18:48:59,23500,296.0,4.0
18:48:59,23550,296.5,3.0
18:49:25,23450,302.0,4.0
18:49:25,23500,296.0,4.0
18:49:25,23550,296.5,3.0
18:50:01,23450,301.0,4.0
18:50:01,23500,296.5,3.0
18:50:01,23550,297.5,3.0
18:50:33,23450,300.5,3.0
18:50:33,23500,297.0,2.0
18:50:33,23550,298.0,4.0
18:51:07,23450,300.0,4.0
18:51:07,23500,296.0,4.0
18:51:07,23550,297.0,4.0
18:51:34,23450,300.0,4.0
18:51:34,23500,296.0,4.0
18:51:34,23550,295.5,3.0
18:51:49,23450,300.0,4.0
18:51:49,23500,296.0,4.0
18:51:49,23550,295.5,3.0
18:52:30,23450,300.0,4.0
18:52:30,23500,296.0,2.0
18:52:30,23550,295.0,4.0
18:53:01,23450,299.0,4.0
18:53:01,23500,294.5,3.0
18:53:01,23550,296.5,3.0
18:53:31,23450,299.0,4.0
18:53:31,23500,295.0,4.0
18:53:31,23550,297.0,4.0
18:53:56,23450,301.0,4.0
18:53:56,23500,296.5,3.0
18:53:56,23550,297.5,3.0
18:54:38,23450,301.0,4.0
18:54:38,23500,297.0,4.0
18:54:38,23550,297.0,4.0
18:55:06,23450,300.5,3.0
18:55:06,23500,296.5,3.0
18:55:06,23550,297.0,4.0
18:55:33,23450,301.0,4.0
18:55:33,23500,297.0,4.0
18:55:33,23550,297.5,3.0
18:56:03,23450,301.0,4.0
18:56:03,23500,298.5,3.0
18:56:03,23550,299.0,4.0
18:56:34,23450,301.5,3.0
18:56:34,23500,298.0,2.0
18:56:34,23550,300.0,2.0
18:57:09,23450,303.0,4.0
18:57:09,23500,299.0,4.0
18:57:09,23550,300.5,3.0
18:57:39,23450,304.0,4.0
18:57:39,23500,300.0,4.0
18:57:39,23550,302.0,4.0
18:58:05,23450,304.0,4.0
18:58:05,23500,301.0,2.0
18:58:05,23550,303.5,3.0
18:58:39,23400,312.5,3.0
18:58:39,23450,304.5,3.0
18:58:39,23500,301.0,2.0
18:59:10,23400,311.5,5.0
18:59:10,23450,303.0,4.0
18:59:10,23500,302.0,4.0
18:59:39,23400,313.0,2.0
18:59:39,23450,303.5,3.0
18:59:39,23500,303.0,4.0
19:00:10,23400,310.0,6.0
19:00:10,23450,303.0,4.0
19:00:10,23500,303.5,5.0
19:00:40,23400,310.0,4.0
19:00:40,23450,304.0,2.0
19:00:40,23500,303.0,4.0
19:01:08,23400,310.5,3.0
19:01:08,23450,304.0,4.0
19:01:08,23500,304.5,3.0
19:01:34,23400,310.0,4.0
19:01:34,23450,304.5,3.0
19:01:34,23500,304.5,3.0
19:02:10,23400,310.0,2.0
19:02:10,23450,304.0,4.0
19:02:10,23500,304.5,3.0
19:02:34,23400,309.0,4.0
19:02:34,23450,303.0,4.0
19:02:34,23500,304.5,3.0
19:03:11,23400,308.0,4.0
19:03:11,23450,302.0,4.0
19:03:11,23500,304.0,4.0
19:03:38,23400,308.5,3.0
19:03:38,23450,301.5,3.0
19:03:38,23500,302.5,3.0
19:04:09,23400,307.5,3.0
19:04:09,23450,302.5,3.0
19:04:09,23500,303.0,4.0
19:04:35,23400,307.5,3.0
19:04:35,23450,302.5,3.0
19:04:35,23500,302.5,3.0
19:05:12,23400,307.0,4.0
19:05:12,23450,301.0,4.0
19:05:12,23500,302.0,4.0
19:05:40,23400,306.5,3.0
19:05:40,23450,301.0,4.0
19:05:40,23500,302.0,2.0
19:06:11,23400,307.0,4.0
19:06:11,23450,301.5,3.0
19:06:11,23500,301.5,3.0
19:06:42,23400,307.5,3.0
19:06:42,23450,300.0,4.0
19:06:42,23500,300.5,5.0
19:07:10,23400,307.5,3.0
19:07:10,23450,299.5,3.0
19:07:10,23500,300.0,4.0
19:07:42,23400,307.0,4.0
19:07:42,23450,299.5,3.0
19:07:42,23500,298.0,2.0
19:08:12,23400,305.0,4.0
19:08:12,23450,297.5,3.0
19:08:12,23500,295.5,3.0
19:08:42,23400,304.5,5.0
19:08:42,23450,297.5,5.0
19:08:42,23500,296.5,3.0
19:09:11,23400,304.0,4.0
19:09:11,23450,298.0,4.0
19:09:11,23500,298.0,4.0
19:09:43,23400,305.0,4.0
19:09:43,23450,297.5,5.0
19:09:43,23500,296.5,3.0
19:10:13,23400,305.0,4.0
19:10:13,23450,297.0,4.0
19:10:13,23500,297.0,4.0
19:10:40,23400,304.0,4.0
19:10:40,23450,298.0,4.0
19:10:40,23500,298.0,4.0
19:11:09,23400,305.0,4.0
19:11:09,23450,298.5,3.0
19:11:09,23500,298.5,5.0
19:11:41,23400,307.0,4.0
19:11:41,23450,301.0,4.0
19:11:41,23500,300.0,4.0
19:12:04,23400,307.0,4.0
19:12:04,23450,301.0,4.0
19:12:04,23500,300.0,4.0
19:12:39,23400,307.0,4.0
19:12:39,23450,300.5,3.0
19:12:39,23500,299.5,5.0
19:13:14,23400,305.0,4.0
19:13:14,23450,299.0,4.0
19:13:14,23500,298.5,5.0
19:13:43,23400,305.5,3.0
19:13:43,23450,299.5,3.0
19:13:43,23500,299.0,4.0
19:14:10,23400,306.5,5.0
19:14:10,23450,300.0,4.0
19:14:10,23500,298.5,3.0
19:14:45,23400,306.5,3.0
19:14:45,23450,299.0,4.0
19:14:45,23500,299.0,4.0
19:15:15,23400,306.0,4.0
19:15:15,23450,299.5,3.0
19:15:15,23500,298.5,3.0
19:15:27,23400,305.5,3.0
19:15:27,23450,299.0,4.0
19:15:27,23500,299.0,4.0
19:16:16,23400,305.0,4.0
19:16:16,23450,299.0,4.0
19:16:16,23500,299.0,4.0
19:16:46,23400,304.0,4.0
19:16:46,23450,299.0,2.0
19:16:46,23500,299.5,3.0
19:17:16,23400,307.0,4.0
19:17:16,23450,303.0,4.0
19:17:16,23500,305.0,4.0
19:17:45,23400,304.0,4.0
19:17:45,23450,301.5,3.0
19:17:45,23500,303.5,3.0
19:18:16,23350,313.5,3.0
19:18:16,23400,303.5,3.0
19:18:16,23450,301.5,5.0
19:18:45,23400,304.0,4.0
19:18:45,23450,301.5,3.0
19:18:45,23500,304.0,4.0
19:19:17,23400,305.0,4.0
19:19:17,23450,301.0,4.0
19:19:17,23500,304.5,5.0
19:19:47,23400,303.5,3.0
19:19:47,23450,301.0,4.0
19:19:47,23500,304.0,4.0
19:20:17,23350,311.5,3.0
19:20:17,23400,304.5,3.0
19:20:17,23450,303.0,4.0
19:20:46,23350,313.0,4.0
19:20:46,23400,305.0,4.0
19:20:46,23450,304.5,3.0
19:21:16,23350,314.0,4.0
19:21:16,23400,306.0,4.0
19:21:16,23450,305.5,3.0
19:21:47,23350,316.0,4.0
19:21:47,23400,308.0,4.0
19:21:47,23450,306.0,4.0
19:22:18,23350,315.5,3.0
19:22:18,23400,306.5,3.0
19:22:18,23450,306.5,3.0
19:22:40,23350,315.5,3.0
19:22:40,23400,307.0,4.0
19:22:40,23450,306.0,4.0
19:23:14,23350,315.5,3.0
19:23:14,23400,308.5,3.0
19:23:14,23450,307.0,4.0
19:23:48,23350,315.0,4.0
19:23:48,23400,308.0,4.0
19:23:48,23450,306.0,4.0
19:24:13,23350,315.5,3.0
19:24:13,23400,307.0,4.0
19:24:13,23450,307.0,4.0
19:24:48,23350,315.0,4.0
19:24:48,23400,309.0,4.0
19:24:48,23450,307.0,4.0
19:25:11,23350,315.5,3.0
19:25:11,23400,307.5,3.0
19:25:11,23450,306.5,3.0
19:25:46,23350,315.0,4.0
19:25:46,23400,307.5,3.0
19:25:46,23450,307.0,4.0
19:26:15,23350,315.0,4.0
19:26:15,23400,307.5,3.0
19:26:15,23450,307.0,4.0
19:26:46,23350,316.0,4.0
19:26:46,23400,308.0,4.0
19:26:46,23450,306.5,3.0
19:27:16,23350,315.5,5.0
19:27:16,23400,309.0,2.0
19:27:16,23450,307.5,3.0
19:27:49,23350,316.0,4.0
19:27:49,23400,308.5,3.0
